Year,Trimester,District,Neighbourhood,Average _rent,Price
2190,2017,4,Sant Marti,el Poblenou,average rent per surface (euro/m2),14.21
2191,2017,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),16.51
2192,2017,4,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),10.4
2193,2017,4,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),12.66
2194,2017,4,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),10.83
2195,2017,4,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),10.38
2196,2018,1,Ciutat Vella,el Raval,average rent (euro/month),792.74
2197,2018,1,Ciutat Vella,Gothic Quarter,average rent (euro/month),998.4
2198,2018,1,Ciutat Vella,la Barceloneta,average rent (euro/month),870.84
2199,2018,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),923.44
2200,2018,1,Eixample,Fort Pienc,average rent (euro/month),910.53
2201,2018,1,Eixample,Sagrada Familia,average rent (euro/month),883.75
2202,2018,1,Eixample,la Dreta de l'Eixample,average rent (euro/month),1191.43
2203,2018,1,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),1069.16
2204,2018,1,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),947.92
2205,2018,1,Eixample,Sant Antoni,average rent (euro/month),899.98
2206,2018,1,Sants-Montjuic,el Poble Sec,average rent (euro/month),783.5
2207,2018,1,Sants-Montjuic,la Marina de Port,average rent (euro/month),751.65
2208,2018,1,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),842.32
2209,2018,1,Sants-Montjuic,Hostafrancs,average rent (euro/month),754.83
2210,2018,1,Sants-Montjuic,la Bordeta,average rent (euro/month),785.79
2211,2018,1,Sants-Montjuic,Sants - Badal,average rent (euro/month),764.41
2212,2018,1,Sants-Montjuic,Sants,average rent (euro/month),802.64
2213,2018,1,Les Corts,les Corts,average rent (euro/month),1002.34
2214,2018,1,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),948.77
2215,2018,1,Les Corts,Pedralbes,average rent (euro/month),1799.91
2216,2018,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),895.7
2217,2018,1,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1249.23
2218,2018,1,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1613.41
2219,2018,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1247.7
2220,2018,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1310.42
2221,2018,1,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),946.65
2222,2018,1,Gracia,Vallcarca i els Penitents,average rent (euro/month),886.27
2223,2018,1,Gracia,el Coll,average rent (euro/month),741.23
2224,2018,1,Gracia,la Salut,average rent (euro/month),815.62
2225,2018,1,Gracia,la Vila de Gracia,average rent (euro/month),899.65
2226,2018,1,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),884.55
2227,2018,1,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),832.63
2228,2018,1,Horta-Guinardo,Can Baro,average rent (euro/month),721.46
2229,2018,1,Horta-Guinardo,el Guinardo,average rent (euro/month),736.8
2230,2018,1,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),824.12
2231,2018,1,Horta-Guinardo,el Carmel,average rent (euro/month),634.75
2232,2018,1,Horta-Guinardo,la Teixonera,average rent (euro/month),690.81
2233,2018,1,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),648.1
2234,2018,1,Horta-Guinardo,Montbau,average rent (euro/month),717.78
2235,2018,1,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),874.2
2236,2018,1,Horta-Guinardo,Horta,average rent (euro/month),748.19
2237,2018,1,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),720.9
2238,2018,1,Nou Barris,Porta,average rent (euro/month),675.08
2239,2018,1,Nou Barris,el Turo de la Peira,average rent (euro/month),665.36
2240,2018,1,Nou Barris,la Guineueta,average rent (euro/month),685.05
2241,2018,1,Nou Barris,Canyelles,average rent (euro/month),714.68
2242,2018,1,Nou Barris,les Roquetes,average rent (euro/month),605.41
2243,2018,1,Nou Barris,Verdun,average rent (euro/month),624.71
2244,2018,1,Nou Barris,la Prosperitat,average rent (euro/month),634.3
2245,2018,1,Nou Barris,la Trinitat Nova,average rent (euro/month),592.73
2246,2018,1,Nou Barris,Ciutat Meridiana,average rent (euro/month),507.16
2247,2018,1,Sant Andreu,la Trinitat Vella,average rent (euro/month),589.02
2248,2018,1,Sant Andreu,el Bon Pastor,average rent (euro/month),658.63
2249,2018,1,Sant Andreu,Sant Andreu,average rent (euro/month),744.82
2250,2018,1,Sant Andreu,la Sagrera,average rent (euro/month),734.45
2251,2018,1,Sant Andreu,el Congres i els Indians,average rent (euro/month),754.09
2252,2018,1,Sant Andreu,Navas,average rent (euro/month),790.2
2253,2018,1,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),785.88
2254,2018,1,Sant Marti,el Clot,average rent (euro/month),774.32
2255,2018,1,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),916.31
2256,2018,1,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1272.26
2257,2018,1,Sant Marti,el Poblenou,average rent (euro/month),913.29
2258,2018,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),1164.84
2259,2018,1,Sant Marti,el Besos i el Maresme,average rent (euro/month),682.32
2260,2018,1,Sant Marti,Provencals del Poblenou,average rent (euro/month),957.02
2261,2018,1,Sant Marti,Sant Marti de Provencals,average rent (euro/month),751.48
2262,2018,1,Sant Marti,la Verneda i la Pau,average rent (euro/month),715.37
2263,2018,2,Ciutat Vella,el Raval,average rent (euro/month),820.88
2264,2018,2,Ciutat Vella,Gothic Quarter,average rent (euro/month),1024.29
2265,2018,2,Ciutat Vella,la Barceloneta,average rent (euro/month),923.45
2266,2018,2,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),991.39
2267,2018,2,Eixample,Fort Pienc,average rent (euro/month),942.96
2268,2018,2,Eixample,Sagrada Familia,average rent (euro/month),893.43
2269,2018,2,Eixample,la Dreta de l'Eixample,average rent (euro/month),1263.08
2270,2018,2,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),1078.13
2271,2018,2,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),975.53
2272,2018,2,Eixample,Sant Antoni,average rent (euro/month),907.42
2273,2018,2,Sants-Montjuic,el Poble Sec,average rent (euro/month),788.23
2274,2018,2,Sants-Montjuic,la Marina de Port,average rent (euro/month),719.33
2275,2018,2,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),834.68
2276,2018,2,Sants-Montjuic,Hostafrancs,average rent (euro/month),801.37
2277,2018,2,Sants-Montjuic,la Bordeta,average rent (euro/month),757.26
2278,2018,2,Sants-Montjuic,Sants - Badal,average rent (euro/month),755.29
2279,2018,2,Sants-Montjuic,Sants,average rent (euro/month),811.74
2280,2018,2,Les Corts,les Corts,average rent (euro/month),1038.73
2281,2018,2,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),959.26
2282,2018,2,Les Corts,Pedralbes,average rent (euro/month),1563.31
2283,2018,2,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),860.13
2284,2018,2,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1332.33
2285,2018,2,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1467.07
2286,2018,2,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1288.82
2287,2018,2,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1328.14
2288,2018,2,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),972.89
2289,2018,2,Gracia,Vallcarca i els Penitents,average rent (euro/month),939.03
2290,2018,2,Gracia,el Coll,average rent (euro/month),716.25
2291,2018,2,Gracia,la Salut,average rent (euro/month),883.52
2292,2018,2,Gracia,la Vila de Gracia,average rent (euro/month),913.34
2293,2018,2,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),885.4
2294,2018,2,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),817.38
2295,2018,2,Horta-Guinardo,Can Baro,average rent (euro/month),737.38
2296,2018,2,Horta-Guinardo,el Guinardo,average rent (euro/month),758.61
2297,2018,2,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),756.72
2298,2018,2,Horta-Guinardo,el Carmel,average rent (euro/month),637.17
2299,2018,2,Horta-Guinardo,la Teixonera,average rent (euro/month),682.44
2300,2018,2,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),646.83
2301,2018,2,Horta-Guinardo,Montbau,average rent (euro/month),716.18
2302,2018,2,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),864.72
2303,2018,2,Horta-Guinardo,Horta,average rent (euro/month),742.51
2304,2018,2,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),726.89
2305,2018,2,Nou Barris,Porta,average rent (euro/month),713.94
2306,2018,2,Nou Barris,el Turo de la Peira,average rent (euro/month),668.16
2307,2018,2,Nou Barris,la Guineueta,average rent (euro/month),724.25
2308,2018,2,Nou Barris,Canyelles,average rent (euro/month),661.88
2309,2018,2,Nou Barris,les Roquetes,average rent (euro/month),575.71
2310,2018,2,Nou Barris,Verdun,average rent (euro/month),628.8
2311,2018,2,Nou Barris,la Prosperitat,average rent (euro/month),657.43
2312,2018,2,Nou Barris,la Trinitat Nova,average rent (euro/month),574.15
2313,2018,2,Nou Barris,Torre Baro,average rent (euro/month),434.52
2314,2018,2,Nou Barris,Ciutat Meridiana,average rent (euro/month),491.84
2315,2018,2,Sant Andreu,la Trinitat Vella,average rent (euro/month),598.29
2316,2018,2,Sant Andreu,el Bon Pastor,average rent (euro/month),687.55
2317,2018,2,Sant Andreu,Sant Andreu,average rent (euro/month),752.66
2318,2018,2,Sant Andreu,la Sagrera,average rent (euro/month),798.39
2319,2018,2,Sant Andreu,el Congres i els Indians,average rent (euro/month),751.16
2320,2018,2,Sant Andreu,Navas,average rent (euro/month),797.8
2321,2018,2,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),806.97
2322,2018,2,Sant Marti,el Clot,average rent (euro/month),815.82
2323,2018,2,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),1198.77
2324,2018,2,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1288.91
2325,2018,2,Sant Marti,el Poblenou,average rent (euro/month),960.99
2326,2018,2,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),1371.14
2327,2018,2,Sant Marti,el Besos i el Maresme,average rent (euro/month),649.17
2328,2018,2,Sant Marti,Provencals del Poblenou,average rent (euro/month),913.66
2329,2018,2,Sant Marti,Sant Marti de Provencals,average rent (euro/month),797.54
2330,2018,2,Sant Marti,la Verneda i la Pau,average rent (euro/month),719.55
2331,2018,3,Ciutat Vella,el Raval,average rent (euro/month),849.32
2332,2018,3,Ciutat Vella,Gothic Quarter,average rent (euro/month),1012.49
2333,2018,3,Ciutat Vella,la Barceloneta,average rent (euro/month),889.24
2334,2018,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),970.97
2335,2018,3,Eixample,Fort Pienc,average rent (euro/month),968.85
2336,2018,3,Eixample,Sagrada Familia,average rent (euro/month),934.89
2337,2018,3,Eixample,la Dreta de l'Eixample,average rent (euro/month),1216.7
2338,2018,3,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),1136.21
2339,2018,3,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),1003.89
2340,2018,3,Eixample,Sant Antoni,average rent (euro/month),970.26
2341,2018,3,Sants-Montjuic,el Poble Sec,average rent (euro/month),822.04
2342,2018,3,Sants-Montjuic,la Marina de Port,average rent (euro/month),755.18
2343,2018,3,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),871.41
2344,2018,3,Sants-Montjuic,Hostafrancs,average rent (euro/month),814.55
2345,2018,3,Sants-Montjuic,la Bordeta,average rent (euro/month),830.32
2346,2018,3,Sants-Montjuic,Sants - Badal,average rent (euro/month),786.8
2347,2018,3,Sants-Montjuic,Sants,average rent (euro/month),856.57
2348,2018,3,Les Corts,les Corts,average rent (euro/month),1077.99
2349,2018,3,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),1013.28
2350,2018,3,Les Corts,Pedralbes,average rent (euro/month),1849.52
2351,2018,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),1102.29
2352,2018,3,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1443.71
2353,2018,3,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1746.01
2354,2018,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1322.61
2355,2018,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1374.32
2356,2018,3,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),1021.27
2357,2018,3,Gracia,Vallcarca i els Penitents,average rent (euro/month),905.82
2358,2018,3,Gracia,el Coll,average rent (euro/month),756.36
2359,2018,3,Gracia,la Salut,average rent (euro/month),870.31
2360,2018,3,Gracia,la Vila de Gracia,average rent (euro/month),923.39
2361,2018,3,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),924.81
2362,2018,3,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),839.47
2363,2018,3,Horta-Guinardo,Can Baro,average rent (euro/month),766.82
2364,2018,3,Horta-Guinardo,el Guinardo,average rent (euro/month),797.84
2365,2018,3,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),876.58
2366,2018,3,Horta-Guinardo,el Carmel,average rent (euro/month),654.77
2367,2018,3,Horta-Guinardo,la Teixonera,average rent (euro/month),705.6
2368,2018,3,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),660.93
2369,2018,3,Horta-Guinardo,Montbau,average rent (euro/month),763.82
2370,2018,3,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),822.31
2371,2018,3,Horta-Guinardo,Horta,average rent (euro/month),754.53
2372,2018,3,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),742.82
2373,2018,3,Nou Barris,Porta,average rent (euro/month),712.12
2374,2018,3,Nou Barris,el Turo de la Peira,average rent (euro/month),682.67
2375,2018,3,Nou Barris,la Guineueta,average rent (euro/month),732.86
2376,2018,3,Nou Barris,Canyelles,average rent (euro/month),715.45
2377,2018,3,Nou Barris,les Roquetes,average rent (euro/month),638.14
2378,2018,3,Nou Barris,Verdun,average rent (euro/month),618.91
2379,2018,3,Nou Barris,la Prosperitat,average rent (euro/month),667.72
2380,2018,3,Nou Barris,la Trinitat Nova,average rent (euro/month),584.73
2381,2018,3,Nou Barris,Ciutat Meridiana,average rent (euro/month),514.34
2382,2018,3,Sant Andreu,la Trinitat Vella,average rent (euro/month),597.93
2383,2018,3,Sant Andreu,el Bon Pastor,average rent (euro/month),693.69
2384,2018,3,Sant Andreu,Sant Andreu,average rent (euro/month),777.06
2385,2018,3,Sant Andreu,la Sagrera,average rent (euro/month),783.09
2386,2018,3,Sant Andreu,el Congres i els Indians,average rent (euro/month),787.78
2387,2018,3,Sant Andreu,Navas,average rent (euro/month),823.74
2388,2018,3,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),827.45
2389,2018,3,Sant Marti,el Clot,average rent (euro/month),815.1
2390,2018,3,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),897.67
2391,2018,3,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1284.3
2392,2018,3,Sant Marti,el Poblenou,average rent (euro/month),1006.81
2393,2018,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),818.55
2394,2018,3,Sant Marti,el Besos i el Maresme,average rent (euro/month),699.06
2395,2018,3,Sant Marti,Provencals del Poblenou,average rent (euro/month),928.02
2396,2018,3,Sant Marti,Sant Marti de Provencals,average rent (euro/month),803.49
2397,2018,3,Sant Marti,la Verneda i la Pau,average rent (euro/month),767.1
2398,2018,4,Ciutat Vella,el Raval,average rent (euro/month),827.27
2399,2018,4,Ciutat Vella,Gothic Quarter,average rent (euro/month),1057.26
2400,2018,4,Ciutat Vella,la Barceloneta,average rent (euro/month),913.2
2401,2018,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent (euro/month),1000.52
2402,2018,4,Eixample,Fort Pienc,average rent (euro/month),983.1
2403,2018,4,Eixample,Sagrada Familia,average rent (euro/month),930.02
2404,2018,4,Eixample,la Dreta de l'Eixample,average rent (euro/month),1340.38
2405,2018,4,Eixample,l'Antiga Esquerra de l'Eixample,average rent (euro/month),1164.32
2406,2018,4,Eixample,la Nova Esquerra de l'Eixample,average rent (euro/month),1017.56
2407,2018,4,Eixample,Sant Antoni,average rent (euro/month),960.3
2408,2018,4,Sants-Montjuic,el Poble Sec,average rent (euro/month),813.74
2409,2018,4,Sants-Montjuic,la Marina de Port,average rent (euro/month),778.52
2410,2018,4,Sants-Montjuic,la Font de la Guatlla,average rent (euro/month),810.24
2411,2018,4,Sants-Montjuic,Hostafrancs,average rent (euro/month),811.0
2412,2018,4,Sants-Montjuic,la Bordeta,average rent (euro/month),825.36
2413,2018,4,Sants-Montjuic,Sants - Badal,average rent (euro/month),831.19
2414,2018,4,Sants-Montjuic,Sants,average rent (euro/month),834.64
2415,2018,4,Les Corts,les Corts,average rent (euro/month),1031.46
2416,2018,4,Les Corts,la Maternitat i Sant Ramon,average rent (euro/month),960.03
2417,2018,4,Les Corts,Pedralbes,average rent (euro/month),1615.31
2418,2018,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent (euro/month),898.33
2419,2018,4,Sarria-Sant Gervasi,Sarria,average rent (euro/month),1422.8
2420,2018,4,Sarria-Sant Gervasi,les Tres Torres,average rent (euro/month),1567.91
2421,2018,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent (euro/month),1283.24
2422,2018,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent (euro/month),1374.82
2423,2018,4,Sarria-Sant Gervasi,el Putxet i el Farro,average rent (euro/month),1031.54
2424,2018,4,Gracia,Vallcarca i els Penitents,average rent (euro/month),971.51
2425,2018,4,Gracia,el Coll,average rent (euro/month),748.9
2426,2018,4,Gracia,la Salut,average rent (euro/month),930.09
2427,2018,4,Gracia,la Vila de Gracia,average rent (euro/month),927.06
2428,2018,4,Gracia,el Camp d'en Grassot i Gracia Nova,average rent (euro/month),945.81
2429,2018,4,Horta-Guinardo,el Baix Guinardo,average rent (euro/month),827.04
2430,2018,4,Horta-Guinardo,Can Baro,average rent (euro/month),727.05
2431,2018,4,Horta-Guinardo,el Guinardo,average rent (euro/month),796.35
2432,2018,4,Horta-Guinardo,la Font d'en Fargues,average rent (euro/month),840.52
2433,2018,4,Horta-Guinardo,el Carmel,average rent (euro/month),653.21
2434,2018,4,Horta-Guinardo,la Teixonera,average rent (euro/month),721.23
2435,2018,4,Horta-Guinardo,Sant Genis dels Agudells,average rent (euro/month),666.91
2436,2018,4,Horta-Guinardo,Montbau,average rent (euro/month),750.95
2437,2018,4,Horta-Guinardo,la Vall d'Hebron,average rent (euro/month),876.65
2438,2018,4,Horta-Guinardo,Horta,average rent (euro/month),745.35
2439,2018,4,Nou Barris,Vilapicina i la Torre Llobeta,average rent (euro/month),782.95
2440,2018,4,Nou Barris,Porta,average rent (euro/month),723.34
2441,2018,4,Nou Barris,el Turo de la Peira,average rent (euro/month),692.05
2442,2018,4,Nou Barris,la Guineueta,average rent (euro/month),708.41
2443,2018,4,Nou Barris,Canyelles,average rent (euro/month),774.38
2444,2018,4,Nou Barris,les Roquetes,average rent (euro/month),595.81
2445,2018,4,Nou Barris,Verdun,average rent (euro/month),649.22
2446,2018,4,Nou Barris,la Prosperitat,average rent (euro/month),698.08
2447,2018,4,Nou Barris,la Trinitat Nova,average rent (euro/month),575.38
2448,2018,4,Nou Barris,Ciutat Meridiana,average rent (euro/month),514.52
2449,2018,4,Sant Andreu,la Trinitat Vella,average rent (euro/month),564.56
2450,2018,4,Sant Andreu,Baro de Viver,average rent (euro/month),673.69
2451,2018,4,Sant Andreu,el Bon Pastor,average rent (euro/month),696.06
2452,2018,4,Sant Andreu,Sant Andreu,average rent (euro/month),782.15
2453,2018,4,Sant Andreu,la Sagrera,average rent (euro/month),798.32
2454,2018,4,Sant Andreu,el Congres i els Indians,average rent (euro/month),804.74
2455,2018,4,Sant Andreu,Navas,average rent (euro/month),840.01
2456,2018,4,Sant Marti,el Camp de l'Arpa del Clot,average rent (euro/month),851.58
2457,2018,4,Sant Marti,el Clot,average rent (euro/month),835.55
2458,2018,4,Sant Marti,el Parc i la Llacuna del Poblenou,average rent (euro/month),938.59
2459,2018,4,Sant Marti,la Vila Olimpica del Poblenou,average rent (euro/month),1292.23
2460,2018,4,Sant Marti,el Poblenou,average rent (euro/month),970.64
2461,2018,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent (euro/month),1307.79
2462,2018,4,Sant Marti,el Besos i el Maresme,average rent (euro/month),711.67
2463,2018,4,Sant Marti,Provencals del Poblenou,average rent (euro/month),999.63
2464,2018,4,Sant Marti,Sant Marti de Provencals,average rent (euro/month),823.46
2465,2018,4,Sant Marti,la Verneda i la Pau,average rent (euro/month),756.1
2466,2018,1,Ciutat Vella,el Raval,average rent per surface (euro/m2),13.74
2467,2018,1,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),13.3
2468,2018,1,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),17.1
2469,2018,1,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),14.68
2470,2018,1,Eixample,Fort Pienc,average rent per surface (euro/m2),12.63
2471,2018,1,Eixample,Sagrada Familia,average rent per surface (euro/m2),13.45
2472,2018,1,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),13.21
2473,2018,1,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),13.49
2474,2018,1,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),13.51
2475,2018,1,Eixample,Sant Antoni,average rent per surface (euro/m2),12.72
2476,2018,1,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),13.83
2477,2018,1,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),10.4
2478,2018,1,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),12.42
2479,2018,1,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),13.23
2480,2018,1,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),12.4
2481,2018,1,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),12.52
2482,2018,1,Sants-Montjuic,Sants,average rent per surface (euro/m2),12.94
2483,2018,1,Les Corts,les Corts,average rent per surface (euro/m2),14.61
2484,2018,1,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),13.82
2485,2018,1,Les Corts,Pedralbes,average rent per surface (euro/m2),14.92
2486,2018,1,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),11.21
2487,2018,1,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),16.04
2488,2018,1,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),16.61
2489,2018,1,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),16.24
2490,2018,1,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),14.43
2491,2018,1,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),14.1
2492,2018,1,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),13.25
2493,2018,1,Gracia,el Coll,average rent per surface (euro/m2),12.28
2494,2018,1,Gracia,la Salut,average rent per surface (euro/m2),12.05
2495,2018,1,Gracia,la Vila de Gracia,average rent per surface (euro/m2),14.38
2496,2018,1,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),13.37
2497,2018,1,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),12.63
2498,2018,1,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),11.7
2499,2018,1,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),11.68
2500,2018,1,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),11.47
2501,2018,1,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),11.22
2502,2018,1,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),11.53
2503,2018,1,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),9.79
2504,2018,1,Horta-Guinardo,Montbau,average rent per surface (euro/m2),10.46
2505,2018,1,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),12.08
2506,2018,1,Horta-Guinardo,Horta,average rent per surface (euro/m2),11.6
2507,2018,1,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),11.29
2508,2018,1,Nou Barris,Porta,average rent per surface (euro/m2),11.11
2509,2018,1,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),11.44
2510,2018,1,Nou Barris,la Guineueta,average rent per surface (euro/m2),9.56
2511,2018,1,Nou Barris,Canyelles,average rent per surface (euro/m2),9.02
2512,2018,1,Nou Barris,les Roquetes,average rent per surface (euro/m2),11.22
2513,2018,1,Nou Barris,Verdun,average rent per surface (euro/m2),11.37
2514,2018,1,Nou Barris,la Prosperitat,average rent per surface (euro/m2),11.39
2515,2018,1,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),11.65
2516,2018,1,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),8.98
2517,2018,1,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),10.28
2518,2018,1,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),10.45
2519,2018,1,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),11.7
2520,2018,1,Sant Andreu,la Sagrera,average rent per surface (euro/m2),11.28
2521,2018,1,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),11.68
2522,2018,1,Sant Andreu,Navas,average rent per surface (euro/m2),12.12
2523,2018,1,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),12.5
2524,2018,1,Sant Marti,el Clot,average rent per surface (euro/m2),12.2
2525,2018,1,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),13.26
2526,2018,1,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),17.28
2527,2018,1,Sant Marti,el Poblenou,average rent per surface (euro/m2),14.13
2528,2018,1,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),15.73
2529,2018,1,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),10.53
2530,2018,1,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),13.2
2531,2018,1,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),10.71
2532,2018,1,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),10.39
2533,2018,2,Ciutat Vella,el Raval,average rent per surface (euro/m2),14.14
2534,2018,2,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),14.15
2535,2018,2,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),16.31
